detail_sale_id,sale_id,product_id,quantity
387,3963,30,1
388,3388,22,4
389,2440,51,9
390,2761,33,3
391,581,18,4
392,38,16,7
393,3663,44,2
394,1635,59,9
395,2896,1,9
396,1390,45,3
397,1345,49,5
398,4716,51,3
399,516,21,6
400,3752,13,6
401,3838,33,3
402,1933,52,3
403,2357,55,4
404,2800,46,1
405,2980,37,3
406,2305,38,9
407,4689,35,1
408,4665,13,1
409,1170,19,3
410,1619,56,9
411,3705,45,5
412,1519,24,3
413,3914,49,10
414,2780,51,7
415,1285,49,3
416,1358,38,4
417,4697,54,1
418,3762,27,8
419,214,19,10
420,2968,13,5
421,4028,39,2
422,4939,28,2
423,2831,18,2
424,1694,40,10
425,3565,47,3
426,4778,3,7
427,2717,54,10
428,2736,38,7
429,1079,25,4
430,1420,55,3
431,3150,39,1
432,1108,2,1
433,2368,13,4
434,367,37,9
435,2402,51,4
436,3902,29,4
437,4707,3,4
438,2176,41,7
439,3042,57,4
440,4793,55,4
441,636,47,4
442,1493,34,3
443,2172,49,1
444,3512,19,3
445,1023,56,6
446,2450,49,4
447,1370,19,10
448,1045,6,8
449,1751,53,10
450,813,28,8
451,1624,51,8
452,2117,41,7
453,4999,28,3
454,2804,37,4
455,4110,58,9
456,2307,7,9
457,4705,41,7
458,1888,29,1
459,3150,8,7
460,2072,25,3
461,741,41,2
462,3159,21,2
463,1969,34,5
464,4202,56,4
465,3032,52,10
466,12,37,5
467,2845,47,2
468,4543,5,8
469,4703,19,5
470,664,26,10
471,1652,56,5
472,1120,5,7
473,2034,22,2
474,2097,41,7
475,2101,54,8
476,4113,46,6
477,2165,27,2
478,1951,17,10
479,2164,28,6
480,1649,34,5
481,4819,22,1
482,4996,45,4
483,4916,23,5
484,2357,20,7
485,1946,38,9
486,732,23,8
487,1700,45,7
488,1519,21,7
489,3676,21,9
490,804,22,9
491,3258,41,6
492,2144,23,8
493,503,6,8
494,4811,26,8
495,4743,7,4
496,4636,35,1
497,2382,13,6
498,4091,33,10
499,3771,28,4
500,2611,17,1
501,4305,1,10
502,1978,3,4
503,888,36,1
504,369,45,3
505,4313,34,8
506,2295,24,7
507,1473,56,7
508,4088,36,5
509,4760,19,4
510,1353,32,3
511,3823,24,7
512,4984,24,7
513,1176,17,10
514,3332,37,7
515,3244,6,4
516,2286,42,5
517,3746,4,7
518,4271,17,6
519,4437,24,5
520,4535,5,1
521,2309,4,8
522,2976,18,10
523,4255,27,3
524,1685,12,10
525,2852,34,10
526,4245,3,3
527,1990,48,1
528,1507,28,9
529,2591,21,1
530,2644,26,9
531,597,47,5
532,3737,47,9
533,4132,4,7
534,1328,44,1
535,2827,55,5
536,3083,33,2
537,3423,49,9
538,2046,45,7
539,2245,58,3
540,2167,44,1
541,208,60,7
542,1691,37,9
543,556,27,3
544,3019,60,5
545,4498,6,10
546,863,54,1
547,4990,32,1
548,1,19,4
549,1843,50,1
550,929,22,8
551,3786,59,2
552,2434,43,8
553,1674,41,10
554,4930,34,7
555,1509,50,9
556,1739,37,2
557,3229,60,9
558,2295,37,2
559,4872,55,8
560,3527,18,1
561,2806,15,1
562,3772,39,9
563,1244,45,8
564,2141,55,5
565,1593,15,4
566,2016,43,6
567,3833,15,2
568,206,48,2
569,2549,32,4
570,4530,36,8
571,4537,11,9
572,165,37,7
573,3785,29,10
574,2576,6,9
575,2872,29,4
576,3611,33,8
577,4377,50,3
578,3519,33,6
579,1627,20,10
580,2159,8,1
581,4538,11,4
582,2486,37,4
583,1123,33,9
584,4641,1,7
585,3889,16,10
586,4879,39,9
587,478,36,6
588,207,40,5
589,3239,26,9
590,3895,19,7
591,3027,32,9
592,2635,26,9
593,1311,39,3
594,1204,39,4
595,4768,50,10
596,1778,19,6
597,4599,36,8
598,2795,41,5
599,2662,21,3
600,1387,8,2
601,3439,2,1
602,2073,23,3
603,945,29,1
604,495,16,6
605,4370,38,10
606,3785,9,9
607,1330,17,10
608,2342,17,7
609,4373,60,7
610,82,29,9
611,1222,38,2
612,3769,9,10
613,4391,20,2
614,4682,24,1
615,121,57,9
616,488,55,6
617,4419,60,7
618,385,53,8
619,4307,22,4
620,4620,18,8
621,1997,20,10
622,1139,27,2
623,3305,10,7
624,1168,49,1
625,3429,45,10
626,533,13,4
627,3122,41,1
628,3841,50,5
629,732,50,8
630,4362,24,8
631,1192,22,4
632,824,55,8
633,2895,27,7
634,3330,13,1
635,191,31,9
636,432,29,3
637,4137,9,9
638,4941,48,5
639,952,55,6
640,2295,15,6
641,14,9,7
642,4219,53,2
643,3162,41,9
644,3454,23,4
645,3697,60,6
646,4178,28,9
647,4407,24,4
648,1666,35,10
649,2393,6,3
650,2599,2,10
651,1325,47,3
652,1600,37,5
653,441,31,4
654,3828,43,4
655,1777,9,10
656,4026,15,1
657,3084,20,2
658,459,47,6
659,2888,45,10
660,3059,47,7
661,1555,41,8
662,2893,28,2
663,3826,9,7
664,3847,7,7
665,4193,4,1
666,3550,44,2
667,517,49,9
668,3518,60,10
669,1114,51,1
670,66,28,4
671,2241,59,10
672,1992,47,2
673,1997,43,7
674,4010,32,3
675,161,42,1
676,68,53,10
677,3463,4,2
678,2143,37,6
679,748,49,4
680,784,13,9
681,2861,46,7
682,1284,25,3
683,714,2,2
684,331,25,2
685,3047,16,6
686,3012,5,2
687,3030,26,6
688,4505,3,10
689,3761,17,5
690,3631,34,7
691,1545,25,10
692,2133,24,9
693,1534,32,3
694,4141,42,1
695,4806,60,10
696,720,34,7
697,4492,17,1
698,3229,7,2
699,1767,23,1
700,3229,51,5
701,3940,5,10
702,2372,54,1
703,4334,59,6
704,3930,31,1
705,997,44,2
706,3080,15,5
707,770,58,3
708,3440,52,8
709,3745,22,8
710,3927,53,5
711,1844,3,5
712,1252,23,9
713,695,19,7
714,2352,2,4
715,2518,6,5
716,2683,49,8
717,167,59,8
718,4421,24,1
719,2172,36,6
720,1447,9,5
721,1333,3,6
722,4437,44,7
723,4456,46,10
724,2326,55,1
725,41,2,10
726,4759,28,2
727,4782,23,7
728,4334,37,4
729,4559,14,9
730,671,23,5
731,728,37,7
732,4362,5,10
733,434,53,8
734,533,49,5
735,3119,47,3
736,2136,42,3
737,3522,10,5
738,1392,14,1
739,1752,1,6
740,2664,49,10
741,4219,20,10
742,1596,50,4
743,3403,38,7
744,2556,51,7
745,3673,10,4
746,1685,8,8
747,2466,9,5
748,795,12,1
749,2116,51,3
750,3091,34,5
751,1214,12,3
752,1652,31,7
753,4574,19,6
754,875,17,1
755,4736,10,8
756,179,31,5
757,3511,51,4
758,4609,47,3
759,2607,11,1
760,1156,11,3
761,2648,16,6
762,1104,21,4
763,1955,55,9
764,4853,37,4
765,1113,27,4
766,1321,15,8
767,2950,33,2
768,4237,59,1
769,3955,60,8
770,3742,4,9
771,503,60,8
772,3945,31,5
773,4945,34,6
774,1913,18,5
775,3380,51,2
776,4733,34,8
777,51,22,9
778,2592,14,6
779,3813,6,10
780,715,47,6
781,4029,60,5
782,1697,60,2
783,4057,41,3
784,347,48,3
785,1527,39,4
786,2527,41,10
787,1082,4,6
788,2050,46,2
789,21,19,4
790,2074,47,7
791,2862,29,5
792,3149,6,4
793,4812,41,8
794,3356,53,5
795,3444,58,10
796,699,26,8
797,3514,34,9
798,3455,36,5
799,4833,8,2
800,462,23,1
801,3710,21,7
802,3273,34,6
803,3087,6,5
804,626,11,8
805,3989,10,4
806,125,14,10
807,2100,50,4
808,4760,18,6
809,2482,28,3
810,649,50,2
811,1097,39,3
812,2823,9,5
813,3366,28,3
814,2515,27,7
815,2817,37,1
816,4047,12,2
817,3410,60,3
818,330,26,9
819,3544,49,2
820,1697,2,3
821,1404,26,2
822,1682,1,3
823,2802,54,3
824,4991,6,1
825,1113,26,5
826,1607,43,2
827,3851,4,5
828,3407,29,5
829,2839,15,8
830,1196,46,4
831,1699,20,6
832,2787,8,5
833,3361,19,5
834,3734,28,4
835,1489,52,1
836,1385,17,2
837,3784,36,1
838,124,33,6
839,1584,7,2
840,592,18,2
841,49,6,9
842,649,37,2
843,4932,9,4
844,4895,28,9
845,340,17,4
846,2219,16,10
847,3050,42,2
848,1531,31,4
849,1684,51,4
850,4961,6,9
851,2374,56,6
852,1146,17,2
853,292,47,1
854,1935,57,8
855,3986,31,5
856,3087,39,7
857,139,26,8
858,2752,59,7
859,2020,9,5
860,4595,29,8
861,3149,50,8
862,137,19,9
863,4132,35,4
864,1470,7,3
865,256,9,7
866,887,27,7
867,239,59,5
868,4338,60,8
869,2527,58,6
870,2041,19,2
871,1404,22,7
872,2764,40,5
873,1600,33,1
874,1688,47,8
875,1514,5,6
876,224,47,4
877,2813,60,1
878,1200,43,3
879,4757,8,3
880,4625,8,8
881,4267,55,4
882,632,46,2
883,4298,22,7
884,192,59,6
885,1610,47,1
886,4502,16,1
887,294,2,7
888,2980,45,4
889,2910,23,1
890,645,46,4
891,2273,2,8
892,2076,23,3
893,4920,49,6
894,4992,20,10
895,3553,20,8
896,4986,53,9
897,4589,4,2
898,3570,54,4
899,303,28,8
900,1448,55,7
901,40,31,5
902,2649,33,8
903,2191,18,8
904,4792,16,8
905,1305,51,5
906,21,15,2
907,525,60,3
908,2721,10,9
909,1412,53,1
910,2641,24,8
911,355,13,10
912,3985,36,2
913,1653,4,8
914,813,36,10
915,90,3,6
916,4395,29,5
917,2618,7,7
918,2370,6,9
919,1647,26,4
920,965,5,9
921,2298,27,3
922,1706,12,8
923,163,9,7
924,2262,19,3
925,3400,21,8
926,2496,2,5
927,895,43,1
928,2762,56,8
929,2162,33,6
930,958,25,4
931,1048,30,8
932,1623,34,5
933,800,25,4
934,4512,27,3
935,3963,52,8
936,2512,48,3
937,3254,16,4
938,2003,57,10
939,2807,19,2
940,1433,60,8
941,188,34,1
942,4245,24,8
943,893,11,7
944,3474,23,5
945,4531,26,10
946,4664,36,9
947,218,21,1
948,4163,1,2
949,3589,44,1
950,2692,53,2
951,2436,33,2
952,4426,22,2
953,1486,4,4
954,1023,38,4
955,4528,40,3
956,4808,14,10
957,287,10,8
958,2681,5,10
959,3763,35,5
960,2328,54,6
961,4909,2,9
962,2392,32,4
963,317,34,5
964,244,28,10
965,3911,53,5
966,3485,10,7
967,2155,2,3
968,4697,29,6
969,1526,60,10
970,4989,8,2
971,3850,14,4
972,2345,24,8
973,3732,34,4
974,2693,49,3
975,3703,14,4
976,3917,29,8
977,92,31,4
978,3976,25,4
979,2950,41,4
980,2308,13,6
981,3349,21,5
982,4203,35,6
983,1796,55,10
984,4956,10,9
985,1126,53,8
986,4873,7,8
987,2375,58,4
988,170,28,3
989,1567,51,2
990,579,58,9
991,3040,14,7
992,2916,54,2
993,1106,37,5
994,1593,20,6
995,3609,8,9
996,2447,1,10
997,2033,21,2
998,1263,46,7
999,4013,27,1
1000,613,52,7
1001,2847,11,8
1002,111,54,7
1003,2935,49,1
1004,1839,44,5
1005,4787,5,2
1006,2827,36,3
1007,4741,18,2
1008,429,30,10
1009,1153,20,8
1010,4563,50,5
1011,3934,28,5
1012,2227,1,7
1013,2673,39,1
1014,3724,5,1
1015,2494,29,7
1016,19,6,4
1017,2074,12,10
1018,4756,12,2
1019,3627,11,10
1020,1582,40,4
1021,198,56,3
1022,4446,41,10
1023,3005,41,5
1024,2003,37,4
1025,1860,35,8
1026,673,39,2
1027,679,57,2
1028,3482,40,5
1029,234,28,8
1030,1504,5,9
1031,3648,22,10
1032,3536,59,10
1033,831,40,7
1034,51,40,3
1035,1204,58,9
1036,2973,37,3
1037,1775,31,8
1038,4193,11,8
1039,1514,16,9
1040,4170,52,5
1041,3770,5,10
1042,1464,28,4
1043,2517,19,6
1044,2054,38,8
1045,2750,16,5
1046,4737,20,3
1047,2587,50,4
1048,2717,29,4
1049,1606,51,1
1050,2055,41,4
1051,3210,10,7
1052,320,58,9
1053,2068,36,8
1054,3527,12,5
1055,1094,37,10
1056,728,41,8
1057,4105,53,4
1058,4023,27,7
1059,1264,57,7
1060,634,7,8
1061,4251,45,4
1062,3203,53,5
1063,3584,4,5
1064,601,9,6
1065,3059,8,9
1066,135,60,9
1067,3116,60,1
1068,3597,33,5
1069,3799,10,3
1070,3449,9,2
1071,2215,37,1
1072,1595,43,7
1073,3770,50,10
1074,4363,8,6
1075,3159,21,6
1076,3942,30,2
1077,3071,6,4
1078,278,28,4
1079,656,56,4
1080,4894,53,6
1081,3002,39,7
1082,1831,47,6
1083,2541,26,10
1084,3371,21,1
1085,1841,4,3
1086,2551,38,2
1087,629,5,5
1088,2070,35,2
1089,973,34,7
1090,1941,20,6
1091,622,33,1
1092,1993,43,1
1093,4886,46,2
1094,2737,8,1
1095,2091,20,6
1096,3413,38,5
1097,3381,16,3
1098,3503,27,8
1099,1192,21,10
1100,4947,22,9
1101,4917,39,10
1102,2075,28,10
1103,881,16,4
1104,3996,26,9
1105,322,33,4
1106,1572,57,9
1107,241,33,9
1108,2139,49,8
1109,3165,28,10
1110,1579,43,10
1111,4895,15,8
1112,3173,23,9
1113,2887,29,5
1114,4003,14,7
1115,4994,37,4
1116,1004,43,1
1117,2662,48,7
1118,3963,7,4
1119,3737,14,10
1120,1390,38,3
1121,2371,10,4
1122,4715,58,2
1123,4187,29,3
1124,3003,14,4
1125,1472,19,4
1126,3609,28,2
1127,733,43,4
1128,2939,32,2
1129,3232,23,1
1130,1007,55,10
1131,4266,56,1
1132,4111,44,4
1133,3002,16,8
1134,4878,41,5
1135,3484,9,3
1136,2983,13,3
1137,2106,60,3
1138,3081,1,6
1139,1116,21,2
1140,313,14,2
1141,4380,37,3
1142,4966,33,8
1143,892,29,5
1144,547,6,2
1145,3242,40,1
1146,862,36,5
1147,407,17,2
1148,4429,3,8
1149,1807,31,5
1150,1297,6,8
1151,1146,29,9
1152,3470,57,7
1153,659,29,10
1154,274,1,3
1155,76,14,7
1156,1286,16,6
1157,1273,7,1
1158,1825,9,7
1159,1107,33,1
1160,274,53,4
1161,3685,48,10
1162,2803,8,6
1163,1932,52,3
1164,2706,58,8
1165,279,9,3
1166,3381,24,1
1167,3816,30,2
1168,474,21,8
1169,152,51,1
1170,3354,9,2
1171,3142,20,3
1172,4540,60,5
1173,3252,48,3
1174,2773,53,6
1175,4963,43,10
1176,4642,30,8
1177,2730,41,3
1178,2184,32,6
1179,1817,46,3
1180,4608,39,10
1181,952,56,6
1182,2081,22,2
1183,1849,54,6
1184,1170,9,7
1185,2308,43,9
1186,2895,54,4
1187,3403,34,1
1188,1247,42,2
1189,3250,44,1
1190,3962,56,7
1191,689,20,9
1192,4221,31,7
1193,3413,43,7
1194,2576,42,7
1195,4042,14,8
1196,2843,53,1
1197,1187,41,6
1198,4920,6,8
1199,1668,17,4
1200,2707,13,9
1201,946,48,7
1202,2027,6,8
1203,2878,27,7
1204,277,20,2
1205,4558,6,4
1206,4923,35,8
1207,4002,51,5
1208,1376,6,3
1209,3938,10,7
1210,4093,3,1
1211,503,25,5
1212,188,45,2
1213,4814,28,4
1214,4297,1,5
1215,1161,6,5
1216,4860,56,3
1217,221,52,8
1218,70,49,3
1219,1367,38,6
1220,4167,51,10
1221,1274,36,6
1222,592,47,9
1223,3138,28,7
1224,934,23,6
1225,1023,49,1
1226,2286,24,7
1227,1912,12,4
1228,4752,26,3
1229,2460,29,6
1230,4208,33,1
1231,2466,45,1
1232,4714,59,2
1233,3148,46,9
1234,4932,38,10
1235,613,55,3
1236,46,6,1
1237,4738,35,5
1238,3149,60,7
1239,3197,59,10
1240,2469,25,8
1241,4011,53,9
1242,302,39,4
1243,3568,3,10
1244,663,14,2
1245,4810,37,7
1246,938,54,2
1247,282,9,10
1248,620,29,2
1249,77,59,3
1250,3644,18,9
1251,659,53,8
1252,926,47,7
1253,2753,54,2
1254,1955,55,7
1255,2727,7,1
1256,4381,3,7
1257,4968,52,1
1258,4987,34,2
1259,4476,42,3
1260,1034,25,4
1261,1228,50,2
1262,554,60,4
1263,1621,51,9
1264,3105,40,7
1265,1692,10,6
1266,4448,34,7
1267,1655,26,5
1268,125,29,3
1269,4857,3,8
1270,3509,30,8
1271,1410,23,9
1272,1881,45,7
1273,3805,22,6
1274,896,11,1
1275,2171,55,2
1276,387,20,2
1277,4193,37,10
1278,2702,25,9
1279,3525,23,3
1280,3432,24,9
1281,3732,14,4
1282,1956,24,2
1283,2852,53,1
1284,4477,44,10
1285,1585,12,6
1286,1949,24,2
1287,12,12,7
1288,424,26,6
1289,3531,49,7
1290,340,34,4
1291,2162,27,10
1292,3385,12,4
1293,4899,13,5
1294,615,7,5
1295,169,57,7
1296,1218,38,1
1297,522,7,2
1298,879,54,1
1299,4077,54,7
1300,2451,22,9
1301,302,13,9
1302,1118,37,7
1303,4332,48,6
1304,3966,34,7
1305,3083,45,10
1306,1552,46,9
1307,183,12,6
1308,4657,43,8
1309,359,25,3
1310,2433,25,9
1311,3727,31,3
1312,3095,30,2
1313,2654,39,8
1314,4885,39,7
1315,2447,27,6
1316,2805,59,8
1317,2767,56,2
1318,1448,41,8
1319,2235,46,2
1320,1374,53,5
1321,3461,32,2
1322,4538,23,6
1323,318,33,7
1324,1395,36,6
1325,2945,33,9
1326,4357,6,7
1327,802,27,7
1328,3404,11,1
1329,1359,14,5
1330,4328,52,10
1331,2803,28,9
1332,4555,54,2
1333,1163,48,6
1334,690,16,7
1335,308,1,6
1336,3213,36,1
1337,73,27,7
1338,2627,4,8
1339,3179,39,6
1340,4771,39,1
1341,888,26,2
1342,221,13,6
1343,1851,52,9
1344,4413,47,4
1345,1715,32,3
1346,2881,20,10
1347,742,16,9
1348,1102,31,1
1349,3908,14,5
1350,271,43,4
1351,1154,53,10
1352,826,47,9
1353,3668,10,8
1354,2676,17,5
1355,1021,42,1
1356,754,39,5
1357,1376,24,5
1358,2512,14,10
1359,756,43,8
1360,3337,48,4
1361,609,13,4
1362,1551,29,3
1363,4964,12,1
1364,104,29,7
1365,3281,16,4
1366,692,16,1
1367,4964,25,2
1368,1288,1,5
1369,4901,53,10
1370,128,30,1
1371,4392,13,10
1372,2791,42,9
1373,250,35,9
1374,4994,13,5
1375,3004,23,3
1376,1675,41,9
1377,4294,57,7
1378,4468,53,4
1379,147,43,2
1380,1560,40,5
1381,1477,31,8
1382,718,47,9
1383,1574,29,5
1384,2159,8,8
1385,4809,19,7
1386,4942,45,9
1387,1780,7,6
1388,3465,4,3
1389,3797,22,3
1390,3700,8,5
1391,2437,14,7
1392,695,48,5
1393,1215,49,3
1394,439,41,6
1395,4125,14,8
1396,839,15,7
1397,1983,53,3
1398,3022,2,8
1399,4807,7,6
1400,1212,33,1
1401,2663,7,6
1402,4904,37,2
1403,1309,21,10
1404,1265,8,7
1405,4758,21,6
1406,1226,4,7
1407,3837,21,4
1408,68,58,1
1409,1392,35,10
1410,4887,16,1
1411,3596,29,2
1412,2110,9,6
1413,2226,22,10
1414,1785,36,10
1415,4371,38,10
1416,2136,51,4
1417,343,36,3
1418,2000,26,10
1419,898,12,8
1420,610,21,4
1421,2510,29,5
1422,1871,3,7
1423,4458,13,5
1424,2756,21,6
1425,3225,4,7
1426,2534,20,6
1427,1772,28,2
1428,1981,45,9
1429,1262,54,9
1430,1746,40,8
1431,3093,9,9
1432,1193,44,3
1433,633,38,5
1434,267,10,3
1435,2698,50,3
1436,1633,37,2
1437,2065,29,8
1438,1864,23,4
1439,2559,17,2
1440,124,16,4
1441,4093,20,9
1442,125,60,2
1443,826,35,3
1444,2024,53,3
1445,4220,18,3
1446,623,34,9
1447,612,27,9
1448,688,44,10
1449,4918,27,10
1450,4009,47,1
1451,3559,27,6
1452,627,10,2
1453,3881,14,3
1454,3549,4,5
1455,2674,19,8
1456,4624,13,4
1457,4573,29,5
1458,2024,43,6
1459,3197,15,2
1460,282,17,5
1461,1808,7,4
1462,384,41,5
1463,759,26,10
1464,2668,8,10
1465,2078,53,6
1466,1938,15,6
1467,3613,33,7
1468,4479,6,6
1469,1983,16,9
1470,151,46,10
1471,1790,11,7
1472,4478,41,7
1473,199,21,5
1474,3618,50,8
1475,3629,21,4
1476,3964,33,1
1477,590,37,3
1478,1392,41,5
1479,4873,44,9
1480,3753,19,1
1481,2844,35,6
1482,3029,17,4
1483,3333,47,4
1484,3692,23,7
1485,4785,18,2
1486,2488,52,4
1487,1381,48,3
1488,2789,35,1
1489,56,33,5
1490,2668,59,10
1491,4684,53,10
1492,2168,29,10
1493,864,28,5
1494,2930,45,8
1495,3949,35,1
1496,622,5,8
1497,382,27,6
1498,664,60,6
1499,4914,17,2
1500,1492,26,4
1501,1572,37,1
1502,4417,8,7
1503,4015,11,9
1504,1654,57,4
1505,450,5,9
1506,4933,58,9
1507,2704,19,9
1508,462,60,1
1509,2807,60,6
1510,2577,45,7
1511,4591,31,6
1512,1435,57,4
1513,2513,46,8
1514,3461,21,9
1515,179,60,3
1516,675,37,9
1517,197,40,7
1518,1416,43,8
1519,179,52,10
1520,2767,4,6
1521,3969,24,9
1522,20,9,5
1523,2995,47,3
1524,1426,10,10
1525,4403,59,6
1526,3301,46,8
