sale_id,employee_id,location_id,customer_id,date_sale
66,16,1,0,2023-09-02
67,8,1,0,2023-12-21
68,20,3,0,2023-01-24
69,19,5,0,2023-10-26
70,12,4,0,2023-10-01
71,13,4,30,2023-10-28
72,12,1,1835,2023-12-15
73,16,1,0,2024-01-26
74,19,3,0,2024-03-20
75,18,3,0,2023-03-19
76,10,4,0,2023-05-13
77,20,2,0,2023-03-27
78,14,2,0,2024-03-28
79,17,2,1592,2023-03-22
80,16,2,0,2023-04-19
81,12,2,0,2023-01-18
82,9,1,0,2024-06-22
83,14,1,0,2024-04-20
84,8,1,375,2023-01-28
85,7,2,763,2023-08-03
86,20,5,0,2023-09-28
87,8,4,0,2023-04-20
88,11,4,0,2023-10-09
89,18,5,675,2023-10-22
90,8,2,0,2023-06-08
91,17,4,806,2023-12-25
92,19,1,1309,2023-09-11
93,7,3,1514,2023-08-14
94,6,3,1863,2023-01-06
95,9,3,1140,2024-06-18
96,20,1,538,2023-03-30
97,19,3,0,2023-07-03
98,13,2,509,2023-03-17
99,20,1,0,2023-07-19
100,19,1,1719,2023-06-27
101,8,4,0,2023-12-06
102,18,5,1079,2023-08-20
103,10,1,815,2023-11-07
104,12,5,0,2024-02-08
105,16,1,0,2023-06-08
106,17,3,461,2024-06-08
107,9,5,1167,2024-05-19
108,11,5,0,2023-02-17
109,19,2,81,2023-11-03
110,10,4,0,2023-08-11
111,6,3,0,2024-04-01
112,9,5,704,2023-02-22
113,9,5,0,2024-02-26
114,16,1,504,2023-09-01
115,17,4,0,2024-06-21
116,17,4,0,2024-01-24
117,17,4,1672,2023-10-06
118,7,4,0,2023-02-20
119,6,4,0,2023-10-18
120,10,5,948,2023-10-14
121,11,2,0,2023-02-19
122,18,5,0,2024-03-26
123,17,2,0,2024-04-04
124,10,1,589,2023-03-11
125,10,4,1473,2024-06-26
126,15,3,0,2023-06-12
127,6,5,0,2023-04-18
128,8,2,0,2024-01-09
129,12,5,1231,2024-03-24
130,6,2,362,2023-06-24
131,11,3,0,2023-03-20
132,10,1,0,2023-09-22
133,7,4,938,2023-04-22
134,15,4,341,2023-02-22
135,13,1,1354,2024-04-13
136,16,5,1899,2023-04-22
137,13,1,1640,2023-05-24
138,17,4,233,2023-07-25
139,8,5,0,2023-12-22
140,10,5,0,2023-07-27
141,8,5,0,2024-03-20
142,6,4,0,2023-06-12
143,11,2,1066,2023-06-26
144,19,3,0,2023-02-22
145,17,4,0,2023-03-05
146,7,5,1780,2024-05-17
147,13,5,0,2023-04-13
148,20,2,607,2023-01-25
149,6,3,0,2023-08-01
150,20,1,971,2024-03-15
151,15,5,1642,2023-05-05
152,9,3,558,2023-04-28
153,17,2,0,2023-07-16
154,12,3,0,2024-06-26
155,10,4,800,2023-02-13
156,16,4,1767,2023-10-12
157,13,2,1360,2023-06-27
158,11,5,0,2023-07-13
159,15,2,860,2023-05-29
160,12,3,0,2024-05-03
161,11,3,1623,2023-03-01
162,7,5,1536,2023-02-08
163,8,5,1049,2024-05-12
164,12,3,885,2023-09-25
165,19,4,0,2023-09-11
166,9,4,0,2023-06-04
167,15,4,0,2023-07-05
168,9,3,1466,2023-07-12
169,12,5,1144,2024-03-02
170,11,5,101,2023-05-02
171,14,5,0,2023-04-02
172,18,5,262,2023-07-03
173,16,2,0,2024-02-17
174,17,5,0,2024-05-03
175,7,5,566,2023-02-16
176,13,1,1882,2023-02-17
177,20,5,1549,2024-02-26
178,11,2,421,2023-10-21
179,18,5,0,2023-03-16
180,11,2,0,2024-04-22
181,11,2,245,2024-03-05
182,10,1,0,2024-01-29
183,9,1,424,2024-03-14
184,8,1,1901,2023-03-18
185,20,2,0,2023-10-03
186,13,4,0,2023-09-19
187,18,4,0,2023-11-09
188,14,2,0,2023-04-04
189,20,4,0,2023-03-01
190,15,4,0,2023-05-10
191,12,1,0,2023-12-28
192,15,3,1540,2023-08-21
193,8,1,1846,2023-01-04
194,17,3,1330,2024-05-17
195,18,4,0,2023-08-25
196,16,5,0,2024-05-07
197,16,5,0,2024-03-03
198,9,5,0,2023-04-21
199,11,4,0,2023-10-06
200,16,1,844,2023-04-18
201,15,3,0,2023-01-14
202,6,4,519,2023-06-15
203,16,1,285,2023-09-26
204,10,1,1849,2023-11-14
205,20,5,0,2024-01-22
206,12,2,0,2024-06-14
207,15,5,0,2023-09-01
208,18,1,0,2023-12-06
209,7,3,732,2023-08-25
210,18,4,949,2023-04-24
211,9,3,1297,2023-03-21
212,12,3,0,2023-10-29
213,19,5,0,2023-06-16
214,7,2,0,2023-12-19
215,17,5,374,2024-02-03
216,20,5,0,2023-07-06
217,6,2,906,2023-06-02
218,16,3,1314,2023-07-27
219,19,4,0,2023-08-04
220,14,1,0,2023-10-05
221,10,3,0,2024-02-26
222,16,2,380,2024-01-10
223,9,4,0,2023-04-24
224,14,2,1423,2023-01-08
225,15,4,1201,2024-06-27
226,8,4,0,2024-02-09
227,13,1,0,2024-02-02
228,13,5,0,2023-07-17
229,20,2,1638,2023-07-16
230,16,4,705,2024-01-17
231,10,2,0,2023-03-27
232,19,3,0,2023-05-24
233,7,3,0,2023-05-16
234,13,5,0,2023-11-03
235,7,2,0,2023-09-24
236,20,3,0,2023-11-14
237,14,2,1023,2023-11-02
238,8,5,0,2023-09-29
239,14,4,756,2023-11-16
240,11,5,0,2023-09-01
241,8,5,0,2023-12-25
242,8,4,344,2023-05-19
243,7,1,0,2024-04-27
244,14,2,0,2024-01-08
245,14,2,0,2023-10-22
246,20,3,0,2023-12-19
247,11,3,0,2024-01-05
248,6,4,0,2024-01-28
249,7,1,1591,2023-11-16
250,14,3,310,2023-07-28
251,13,3,0,2023-07-11
252,8,4,1413,2024-04-21
253,18,4,0,2023-11-24
254,17,1,0,2023-09-27
255,14,1,0,2024-03-30
256,18,5,0,2023-05-04
257,17,1,0,2023-08-13
258,6,5,0,2023-07-31
259,9,3,417,2023-09-15
260,14,1,1360,2023-09-16
261,9,5,0,2024-05-14
262,7,1,289,2024-02-26
263,20,1,883,2023-11-16
264,19,2,502,2024-05-12
265,9,2,0,2024-03-28
266,16,5,1867,2023-09-21
267,17,5,0,2023-11-19
268,9,1,0,2023-09-13
269,13,3,1113,2024-02-25
270,14,5,0,2024-01-21
271,18,1,0,2024-06-27
272,6,3,1132,2023-02-11
273,20,5,0,2024-01-08
274,17,4,0,2023-06-20
275,7,4,1653,2024-03-05
276,13,5,0,2024-06-07
277,17,2,826,2023-06-03
278,12,3,540,2023-05-21
279,16,1,1040,2023-08-03
280,10,1,0,2024-01-25
281,9,1,0,2024-02-18
282,9,2,0,2023-07-25
283,8,4,0,2023-11-09
284,18,3,1832,2024-02-05
285,6,3,0,2024-01-29
286,18,5,0,2023-10-26
287,7,5,0,2023-06-03
288,18,2,793,2023-08-10
289,12,5,0,2024-06-27
290,18,4,0,2024-03-23
291,15,1,907,2023-09-14
292,20,2,1562,2023-08-14
293,19,4,537,2023-12-18
294,19,2,0,2023-10-02
295,12,4,0,2024-03-15
296,6,3,0,2023-10-21
297,15,2,398,2023-01-12
298,8,1,0,2023-04-16
299,8,4,0,2024-06-06
300,13,3,483,2023-12-29
301,19,1,0,2024-06-17
302,18,2,0,2024-03-04
303,16,5,0,2024-04-21
304,17,5,1444,2023-01-07
305,17,2,0,2023-05-11
306,16,2,0,2024-05-02
307,7,5,0,2023-11-28
308,11,5,1265,2024-05-03
309,10,5,0,2023-03-14
310,20,2,0,2024-04-17
311,12,3,157,2023-01-01
312,10,1,0,2023-03-19
313,9,3,0,2024-05-22
314,18,4,443,2023-01-17
315,17,1,0,2023-10-16
316,17,1,762,2023-09-15
317,18,2,0,2023-09-03
318,17,2,963,2023-11-01
319,17,4,0,2024-04-13
320,10,2,1439,2023-01-24
321,13,2,0,2024-01-31
322,16,5,0,2023-08-14
323,11,2,0,2023-01-09
324,7,1,1223,2023-01-09
325,10,4,0,2024-06-28
326,17,5,151,2024-04-14
327,13,1,1050,2023-09-05
328,15,3,0,2023-10-08
329,14,3,0,2023-12-13
330,20,1,1290,2024-06-03
331,20,4,1695,2023-02-25
332,6,3,0,2024-06-04
333,6,2,0,2023-09-05
334,18,5,0,2023-06-26
335,7,4,570,2024-04-24
336,8,1,0,2023-09-15
337,19,5,0,2023-12-07
338,20,1,1292,2023-09-09
339,11,1,1959,2023-07-10
340,19,4,0,2023-11-19
341,11,4,0,2023-12-05
342,10,1,0,2023-07-28
343,9,1,0,2023-04-07
344,9,2,0,2023-03-24
345,20,3,0,2024-05-30
346,14,4,694,2023-05-17
347,17,3,885,2023-08-01
348,20,1,0,2024-03-19
349,20,5,1558,2024-03-31
350,6,5,0,2023-05-29
351,17,4,1688,2023-08-07
352,10,4,0,2023-01-30
353,19,2,257,2023-09-01
354,14,5,1322,2023-10-18
355,18,3,1503,2023-08-14
356,19,1,242,2023-04-01
357,10,5,0,2024-04-27
358,12,1,1725,2024-03-23
359,11,2,926,2024-01-12
360,9,1,898,2023-02-26
361,19,4,1905,2023-08-31
362,15,4,666,2024-06-19
363,15,2,0,2023-11-25
364,15,5,1797,2023-12-04
365,7,4,0,2023-05-19
366,12,2,184,2024-01-13
367,11,4,1338,2024-04-25
368,15,2,0,2024-02-28
369,6,4,1557,2023-03-28
370,19,2,0,2023-09-12
371,16,3,0,2023-12-19
372,6,4,0,2024-01-08
373,16,2,0,2023-07-05
374,14,3,0,2023-09-24
375,17,2,472,2024-05-19
376,17,5,0,2023-01-07
377,8,1,0,2023-01-07
378,14,2,0,2024-05-08
379,20,1,1510,2024-04-12
380,20,3,0,2024-06-07
381,10,1,0,2023-06-26
382,16,5,195,2023-04-04
383,13,4,1162,2023-11-13
384,12,2,0,2024-04-06
385,7,5,1800,2023-02-10
386,15,3,0,2023-10-27
387,6,1,0,2023-02-01
388,20,1,0,2023-07-23
389,10,4,105,2023-12-03
390,7,1,0,2024-06-23
391,19,4,0,2024-05-08
392,19,3,0,2024-01-22
393,10,1,1315,2023-04-29
394,19,1,0,2024-06-05
395,13,3,0,2024-03-14
396,18,4,1210,2023-09-24
397,16,5,0,2024-03-05
398,19,3,263,2023-06-12
399,15,5,1696,2023-01-18
400,19,3,522,2024-06-15
401,15,4,1410,2023-07-06
402,16,5,416,2023-12-27
403,15,4,0,2024-06-03
404,14,2,0,2024-01-02
405,16,1,1479,2024-03-05
406,19,1,1078,2024-01-10
407,9,3,624,2023-10-24
408,18,5,944,2023-11-27
409,7,1,0,2023-11-07
410,18,4,1310,2023-02-01
411,16,2,198,2023-11-23
412,8,2,1329,2024-06-01
413,20,5,0,2023-07-23
414,18,4,0,2024-02-13
415,13,1,0,2023-05-09
416,13,2,1844,2024-01-16
417,19,3,0,2024-06-23
418,14,4,0,2024-05-10
419,20,1,0,2024-06-16
420,14,3,0,2024-03-14
421,17,4,0,2023-07-30
422,15,5,1481,2023-06-08
423,10,4,0,2023-08-03
424,15,1,1943,2023-02-21
425,6,4,942,2023-10-12
426,6,1,86,2023-12-21
427,17,2,0,2023-10-21
428,18,3,1012,2023-11-15
429,6,3,1162,2024-05-06
430,20,3,0,2023-01-10
431,6,4,0,2024-01-23
432,9,2,0,2024-01-22
433,6,2,0,2023-11-19
434,17,3,0,2023-02-21
435,18,1,0,2024-06-26
436,7,4,0,2023-05-03
437,12,4,0,2023-09-24
438,9,3,0,2024-06-15
439,12,5,0,2023-04-28
440,12,2,451,2023-01-25
441,17,1,0,2023-12-02
442,12,2,1080,2024-04-07
443,15,2,0,2023-01-09
444,19,3,1915,2023-07-31
445,15,1,0,2023-11-01
446,8,1,0,2024-06-18
447,17,4,839,2023-06-02
448,14,2,0,2023-11-21
449,17,2,0,2023-04-01
450,8,5,0,2024-04-23
451,12,4,1804,2023-01-31
452,6,4,0,2024-03-25
453,20,3,0,2023-02-25
454,15,5,1278,2024-02-24
455,14,3,0,2024-04-10
456,13,5,0,2023-09-26
457,17,4,1132,2023-07-21
458,12,3,0,2024-03-22
459,10,4,0,2023-12-05
460,16,2,0,2024-03-25
461,15,3,0,2023-02-13
462,8,3,0,2023-09-02
463,19,4,1239,2023-06-11
464,18,4,0,2024-02-06
465,16,5,0,2023-08-16
466,19,5,1280,2023-10-24
467,15,4,1905,2023-05-11
468,14,2,171,2023-11-06
469,9,3,0,2024-04-09
470,10,5,0,2023-09-08
471,14,3,0,2024-01-08
472,8,3,0,2023-01-11
473,15,4,166,2023-10-22
474,17,1,0,2024-05-06
475,17,1,598,2023-01-07
476,10,2,1156,2024-06-26
477,14,5,0,2024-04-24
478,17,5,0,2024-04-25
479,19,1,0,2023-03-22
480,8,4,154,2023-09-07
481,9,2,126,2023-01-07
482,20,2,0,2024-01-09
483,16,1,0,2023-07-25
484,20,1,1998,2024-01-03
485,7,3,1947,2024-04-07
486,16,5,0,2023-09-14
487,7,3,0,2023-10-12
488,20,4,0,2024-02-09
489,17,1,0,2023-08-26
490,6,5,0,2024-05-26
491,17,4,1432,2023-10-02
492,16,1,0,2023-04-12
493,17,3,0,2023-04-06
494,12,4,0,2023-09-07
495,9,2,233,2023-01-30
496,14,3,0,2023-12-17
497,14,4,0,2024-05-24
498,7,3,1791,2023-06-09
499,8,5,0,2023-04-12
500,16,3,0,2023-08-03
501,9,2,0,2023-10-28
502,14,4,0,2024-05-27
503,9,4,0,2024-03-13
504,9,1,0,2023-03-19
505,18,2,0,2023-05-08
506,7,4,743,2023-11-22
507,19,5,0,2023-04-13
508,18,1,0,2023-05-30
509,11,5,171,2023-06-17
510,8,5,0,2023-03-10
511,18,5,0,2024-05-10
512,9,1,1845,2024-04-05
513,11,5,0,2023-12-08
514,15,5,200,2023-08-16
515,11,1,1788,2024-05-20
516,12,1,825,2023-09-15
517,6,2,857,2024-06-13
518,10,5,0,2023-04-17
519,11,2,0,2023-05-04
520,9,4,0,2024-04-21
521,20,2,0,2024-03-01
522,17,4,1441,2023-11-20
523,8,2,305,2024-02-09
524,12,2,0,2023-08-12
525,18,1,0,2024-06-14
526,15,2,0,2023-07-03
527,14,5,0,2023-03-30
528,7,1,0,2023-02-16
529,16,3,1195,2023-02-19
530,6,3,0,2024-02-09
531,6,4,0,2023-01-07
532,15,1,0,2023-03-30
533,17,1,0,2024-06-02
534,14,5,0,2023-06-23
535,11,1,322,2024-01-17
536,9,3,0,2023-12-22
537,10,4,0,2024-06-18
538,15,1,0,2023-12-03
539,16,3,1273,2023-01-06
540,8,1,720,2023-02-13
541,18,5,1388,2023-09-22
542,9,5,0,2023-08-16
543,6,3,0,2023-12-07
544,14,2,337,2023-12-31
545,15,1,661,2023-07-24
546,19,4,0,2023-03-05
547,18,3,0,2023-06-18
548,9,4,1360,2024-01-10
549,10,2,0,2023-02-24
550,11,2,679,2023-06-11
551,16,1,1758,2023-08-12
552,19,5,1011,2023-06-08
553,19,1,0,2024-05-08
554,16,4,231,2023-02-22
555,8,3,926,2024-04-25
556,17,1,1878,2023-04-30
557,10,4,0,2023-08-31
558,7,5,1980,2024-06-25
559,16,4,364,2023-06-21
560,9,5,1150,2023-01-19
561,17,3,957,2023-05-12
562,17,1,0,2023-11-29
563,18,2,531,2023-08-01
564,9,5,0,2023-12-04
565,9,2,953,2023-01-15
566,20,3,1594,2023-01-26
567,6,4,0,2023-07-16
568,15,1,0,2023-10-28
569,14,4,0,2024-05-01
570,11,4,865,2023-10-18
571,17,3,129,2023-07-12
572,15,5,0,2023-08-23
573,20,4,0,2023-03-05
574,10,5,0,2023-12-09
575,16,3,243,2024-05-30
576,10,1,0,2023-06-24
577,16,1,360,2023-08-02
578,10,1,0,2024-02-06
579,6,5,0,2023-07-17
580,11,4,0,2023-03-11
581,20,2,558,2024-05-14
582,12,4,1035,2024-06-17
583,10,4,0,2023-05-31
584,20,3,0,2024-02-11
585,8,4,1417,2023-12-28
586,10,2,0,2023-09-24
587,8,5,0,2023-04-30
588,12,5,1232,2023-12-10
589,7,5,241,2024-06-18
590,18,3,0,2023-02-28
591,19,3,0,2024-05-06
592,15,4,0,2024-04-13
593,17,3,346,2023-11-21
594,19,2,0,2023-07-04
595,8,2,1548,2023-10-30
596,6,1,604,2023-08-17
597,20,3,1817,2023-02-02
598,10,3,314,2023-02-26
599,10,2,319,2023-12-17
600,11,2,0,2023-04-09
601,8,1,476,2024-06-25
602,13,1,0,2024-04-01
603,8,3,1220,2023-07-24
604,16,1,1792,2023-03-21
605,19,5,0,2023-03-21
606,7,5,0,2023-07-14
607,17,1,325,2023-08-25
608,9,2,781,2023-07-30
609,9,1,740,2023-03-21
610,7,2,0,2023-06-09
611,19,1,0,2023-06-15
612,12,2,0,2024-02-29
613,18,3,0,2023-11-22
614,20,3,1778,2024-03-10
615,8,1,0,2023-07-28
616,6,1,0,2023-04-15
617,10,3,441,2024-06-11
618,15,4,0,2023-08-16
619,16,4,0,2023-01-10
620,19,5,0,2023-11-24
621,20,4,257,2023-01-10
622,15,1,559,2023-01-05
623,16,1,1619,2023-08-10
624,14,1,0,2023-02-05
625,12,1,0,2023-01-06
626,16,5,1576,2024-03-01
627,13,5,0,2023-01-18
628,16,1,0,2023-09-02
629,9,5,0,2024-05-31
630,7,3,1620,2024-01-31
631,18,4,0,2023-12-03
632,13,1,37,2023-09-17
633,13,4,154,2023-03-28
634,11,3,0,2023-10-21
635,8,2,1590,2023-05-01
636,19,5,0,2024-05-02
637,8,3,0,2023-09-29
638,14,4,0,2024-06-12
639,15,1,0,2024-01-09
640,13,2,0,2023-08-17
641,7,4,1949,2023-12-06
642,16,5,1944,2023-01-23
643,10,5,0,2024-03-07
644,19,5,0,2024-04-29
645,18,2,0,2023-02-15
646,11,1,0,2023-11-17
647,16,4,1399,2024-04-25
648,18,4,0,2023-04-06
649,17,3,0,2023-10-11
650,20,5,1461,2023-07-20
651,18,1,428,2023-04-25
652,15,5,0,2023-08-03
653,13,3,1397,2023-10-22
654,11,1,0,2023-01-27
655,8,3,264,2024-06-28
656,11,2,0,2023-06-16
657,7,3,0,2024-06-25
658,7,2,618,2023-06-04
659,19,2,1372,2024-06-02
660,8,2,0,2023-04-03
661,15,3,1092,2024-03-27
662,19,5,174,2024-01-27
663,14,4,1738,2023-10-15
664,15,5,0,2023-06-06
665,8,1,0,2024-01-09
666,10,3,0,2023-09-18
667,14,5,1801,2023-11-13
668,11,2,968,2023-02-27
669,16,2,0,2023-07-06
670,7,5,0,2023-05-24
671,17,5,0,2023-08-29
672,18,5,260,2024-05-23
673,12,1,0,2023-12-26
674,8,3,587,2024-05-13
675,20,2,0,2023-05-19
676,9,1,0,2023-08-17
677,6,5,539,2023-03-31
678,18,2,0,2024-02-28
679,12,3,1189,2023-06-09
680,6,3,332,2024-02-29
681,18,4,0,2023-09-03
682,12,3,0,2024-04-06
683,11,5,0,2023-06-14
684,18,3,0,2023-11-07
685,10,1,0,2024-01-11
686,8,4,0,2024-05-07
687,8,2,0,2023-04-05
688,6,4,0,2023-09-04
689,19,1,878,2023-10-15
690,7,1,523,2023-03-30
691,16,4,1487,2023-03-02
692,18,1,0,2024-06-09
693,17,3,0,2024-04-18
694,16,4,46,2024-04-07
695,7,3,0,2023-02-10
696,10,1,0,2024-05-27
697,10,5,0,2024-01-03
698,11,2,0,2024-01-11
699,15,5,0,2023-12-09
700,8,1,0,2023-08-12
701,14,1,0,2023-02-28
702,14,5,1434,2023-10-17
703,8,4,0,2023-10-02
704,14,2,0,2024-02-22
705,15,3,1399,2024-04-18
706,17,1,0,2024-03-08
707,9,5,0,2023-05-30
708,11,2,1506,2023-05-16
709,15,4,0,2023-06-03
710,7,5,1969,2023-05-09
711,15,3,609,2023-08-05
712,9,1,1273,2024-01-19
713,13,2,377,2023-02-14
714,16,1,1841,2024-04-13
715,13,5,1470,2023-02-22
716,19,1,1555,2024-02-05
717,10,1,0,2024-03-06
718,7,5,0,2023-04-10
719,14,2,0,2023-05-23
720,17,1,1437,2023-07-13
721,12,4,1051,2024-02-10
722,10,1,0,2024-02-21
723,7,3,0,2023-08-07
724,17,5,1297,2023-12-05
725,9,1,0,2023-04-09
726,18,2,0,2024-01-22
727,6,5,0,2024-03-09
728,8,4,1464,2023-08-26
729,7,3,0,2024-03-04
730,10,5,52,2023-03-22
731,15,1,536,2023-02-27
732,18,5,1820,2023-12-28
733,13,5,580,2023-08-03
734,8,3,0,2023-08-20
735,8,4,0,2023-03-03
736,15,2,0,2023-10-21
737,11,1,0,2023-12-17
738,13,3,118,2023-08-05
739,10,3,1979,2024-04-20
740,13,5,0,2024-06-25
741,6,2,1962,2024-02-03
742,8,1,0,2024-03-19
743,14,1,0,2023-05-07
744,8,5,0,2023-05-23
745,16,4,1095,2024-01-24
746,13,2,1578,2024-06-29
747,20,3,0,2023-10-14
748,18,2,0,2023-12-19
749,7,4,745,2023-10-23
750,8,4,0,2024-03-02
751,12,4,1752,2023-12-17
752,15,1,0,2024-02-29
753,18,4,826,2023-04-01
754,11,2,0,2023-10-13
755,17,4,0,2024-04-16
756,8,5,0,2023-04-22
757,16,3,336,2024-02-12
758,9,1,0,2023-10-24
759,15,4,822,2023-03-17
760,6,2,0,2023-03-17
761,15,2,0,2023-04-19
762,18,4,1880,2023-09-10
763,7,1,1013,2023-12-10
764,17,3,0,2023-02-28
765,18,4,0,2024-03-10
766,8,2,0,2023-05-31
767,17,2,0,2023-07-10
768,13,5,0,2023-09-24
769,16,1,1594,2023-09-05
770,9,1,1664,2023-12-09
771,16,1,769,2023-03-06
772,16,4,0,2024-01-18
773,16,4,0,2024-04-22
774,8,5,0,2024-01-13
775,13,5,0,2024-06-13
776,6,4,0,2024-01-31
777,16,3,1120,2023-12-21
778,9,3,1051,2024-04-17
779,19,2,0,2024-06-01
780,14,2,0,2023-05-09
781,6,1,0,2023-11-25
782,19,2,0,2023-11-12
783,20,5,0,2023-08-15
784,14,1,0,2023-10-21
785,6,3,0,2023-10-13
786,7,4,898,2023-12-31
787,17,3,0,2023-04-10
788,19,3,577,2023-08-02
789,6,1,0,2023-04-21
790,18,2,1454,2023-12-09
791,20,2,249,2023-06-20
792,15,1,0,2024-03-13
793,15,5,1496,2023-02-10
794,14,2,1653,2023-11-27
795,11,3,223,2023-09-14
796,9,1,0,2023-10-19
797,14,3,0,2023-01-31
798,18,3,0,2023-03-19
799,15,2,0,2023-09-06
800,9,3,1730,2024-02-16
801,8,1,0,2023-06-25
802,15,1,0,2023-10-04
803,6,2,0,2024-03-17
804,16,3,0,2023-07-13
805,18,5,0,2023-05-26
806,15,4,504,2023-09-29
807,8,4,0,2023-07-09
808,18,5,0,2023-04-03
809,16,5,814,2023-05-28
810,17,4,774,2024-05-07
811,13,1,1006,2023-01-05
812,16,2,0,2024-01-29
813,8,3,1094,2024-04-30
814,13,4,0,2023-11-14
815,17,3,0,2023-02-04
816,16,5,0,2023-05-05
817,12,5,889,2023-04-01
818,12,3,1038,2024-03-23
819,16,3,0,2023-02-04
820,10,4,0,2023-09-23
821,19,4,0,2024-06-13
822,8,3,0,2023-08-06
823,16,2,0,2023-10-16
824,6,2,0,2023-01-28
825,9,2,0,2024-03-24
826,9,4,0,2023-10-28
827,18,3,0,2023-10-21
828,10,3,1686,2023-10-05
829,15,5,0,2024-03-02
830,10,3,0,2023-09-15
831,16,5,0,2023-01-12
832,18,1,1567,2023-11-19
833,11,2,0,2023-09-11
834,20,3,0,2023-04-21
835,7,4,0,2024-02-15
836,12,4,441,2023-06-26
837,16,4,184,2024-05-11
838,18,1,0,2023-03-19
839,12,2,0,2024-05-24
840,7,2,72,2023-10-13
841,10,2,0,2023-09-07
842,7,3,395,2024-03-05
843,20,2,0,2023-01-09
844,6,5,1487,2024-03-07
845,20,1,277,2023-12-14
846,20,4,1151,2023-10-19
847,15,2,1887,2024-01-04
848,13,5,0,2023-06-26
849,8,1,0,2024-05-23
850,11,2,0,2023-06-03
851,8,5,0,2023-12-10
852,18,1,0,2023-09-13
853,12,2,1662,2024-06-08
854,20,3,0,2024-06-26
855,7,3,0,2023-03-11
856,16,2,688,2023-04-27
857,17,4,0,2023-01-06
858,14,1,0,2023-06-29
859,20,5,164,2023-12-26
860,17,5,0,2023-12-24
861,14,4,57,2023-04-07
862,9,5,0,2023-02-02
863,9,2,0,2023-04-29
864,16,1,0,2023-03-13
865,16,5,524,2023-01-30
866,17,4,1121,2023-05-19
867,8,4,560,2024-06-24
868,16,2,997,2023-05-09
869,15,2,1769,2023-08-12
870,11,4,0,2024-05-15
871,11,4,1323,2023-03-05
872,13,1,1022,2023-06-01
873,18,1,0,2023-07-09
874,9,4,579,2024-01-14
875,6,4,0,2023-08-30
876,18,5,0,2024-04-26
877,10,2,25,2023-12-05
878,12,1,1670,2023-04-29
879,12,4,0,2024-05-18
880,15,3,1486,2023-12-04
881,17,3,903,2023-07-08
882,9,3,0,2023-08-10
883,19,4,1100,2024-05-16
884,13,2,1480,2023-04-12
885,8,4,0,2023-05-29
886,16,4,0,2023-08-03
887,19,3,47,2023-09-06
888,18,3,0,2024-04-16
889,14,5,0,2023-05-28
890,15,2,0,2023-04-06
891,9,5,0,2023-02-04
892,9,4,0,2023-08-11
893,19,1,1237,2023-04-11
894,14,5,0,2023-10-10
895,19,5,0,2024-04-21
896,20,2,1684,2024-03-06
897,13,1,789,2023-05-10
898,15,4,1252,2023-06-24
899,9,2,0,2024-04-22
900,15,2,83,2024-06-27
901,10,2,1336,2023-05-08
902,7,3,1330,2023-01-18
903,13,5,1778,2023-09-07
904,10,2,1227,2023-07-09
905,6,5,0,2024-01-04
906,15,5,0,2023-10-28
907,15,4,0,2023-11-12
908,12,3,612,2024-06-21
909,6,1,0,2023-12-06
910,19,4,1060,2024-01-11
911,19,1,450,2024-06-17
912,10,3,0,2023-04-24
913,12,2,1185,2023-03-20
914,14,2,0,2023-11-08
915,6,1,357,2023-08-06
916,7,5,0,2023-05-11
